,company_name,sic,office,industry,cik
LLY,LILLY ELI & CO,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000059478
LMAT,LEMAITRE VASCULAR INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001158895
LMND,"Lemonade, Inc.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001691421
LMT,LOCKHEED MARTIN CORP,3760,Office of Manufacturing,GUIDED MISSILES & SPACE VEHICLES & PARTS,0000936468
LNC,LINCOLN NATIONAL CORP,6311,Office of Finance,LIFE INSURANCE,0000059558
LNDC,LANDEC CORP \CA\,2821,Industrial Applications and Services,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",0001005286
LNG,CHENIERE ENERGY INC,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,0000003570
LNN,LINDSAY CORP,3523,Office of Technology,FARM MACHINERY & EQUIPMENT,0000836157
LNT,INTERSTATE POWER & LIGHT CO,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0000052485
LNTH,"Lantheus Holdings, Inc.",2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,0001521036
LOB,"Live Oak Bancshares, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001462120
LOCL,Local Bounti Corporation/DE,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,0001840780
LOCO,"El Pollo Loco Holdings, Inc.",5812,Office of Trade & Services,RETAIL-EATING PLACES,0001606366
LOPE,"Grand Canyon Education, Inc.",8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,0001434588
LOVE,Lovesac Co,5712,Office of Trade & Services,RETAIL-FURNITURE STORES,0001701758
LOW,LOWES COMPANIES INC,5211,Office of Trade & Services,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,0000060667
LPG,DORIAN LPG LTD.,4412,Office of Energy & Transportation,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,0001596993
LPI,"Laredo Petroleum Holdings, Inc.",1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001528129
LPLA,LPL Financial Holdings Inc.,6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",0001397911
LPRO,Open Lending Corp,6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,0001806201
LPSN,LIVEPERSON INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001102993
LPX,LOUISIANA-PACIFIC CORP,2400,Office of Manufacturing,LUMBER & WOOD PRODUCTS (NO FURNITURE),0000060519
LQDA,Liquidia Corp,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001819576
LQDT,LIQUIDITY SERVICES INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001235468
LRCX,LAM RESEARCH CORP,3559,Office of Technology,"SPECIAL INDUSTRY MACHINERY, NEC",0000707549
LRN,K12 INC,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,0001157408
LSCC,LATTICE SEMICONDUCTOR CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000855658
LSEA,Landsea Homes Corp,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0001721386
LSI,LSI CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000703360
LSTR,LANDSTAR SYSTEM INC,4213,Office of Energy & Transportation,TRUCKING (NO LOCAL),0000853816
LSXMA,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,0001560385
LSXMK,Liberty Media Corp,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,0001560385
LTC,LTC PROPERTIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000887905
LTCH,"Latch, Inc.",5072,Office of Trade & Services,WHOLESALE-HARDWARE,0001826000
LTH,"Life Time Group Holdings, Inc.",7997,Office of Trade & Services,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,0001869198
LTHM,Livent Corp.,2800,Industrial Applications and Services,CHEMICALS & ALLIED PRODUCTS,0001742924
LULU,lululemon athletica inc.,2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,0001397187
LUMN,"Lumen Technologies, Inc.",4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0000018926
LUNG,Pulmonx Corp,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001127537
LUV,SOUTHWEST AIRLINES CO,4512,Office of Energy & Transportation,"AIR TRANSPORTATION, SCHEDULED",0000092380
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,0001780201
LVOX,"LiveVox Holdings, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001723648
LVS,LAS VEGAS SANDS CORP,7011,Office of Real Estate & Construction,HOTELS & MOTELS,0001300514
LW,"Lamb Weston Holdings, Inc.",2030,Office of Manufacturing,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",0001679273
LWLG,"Lightwave Logic, Inc.",3080,Industrial Applications and Services,MISCELLANEOUS PLASTICS PRODUCTS,0001325964
LXFR,LUXFER HOLDINGS PLC,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,0001096056
LXP,LEXINGTON REALTY TRUST,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000910108
LXRX,"LEXICON PHARMACEUTICALS, INC./DE",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001062822
LXU,LSB INDUSTRIES INC,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,0000060714
LYB,LyondellBasell Industries N.V.,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,0001489393
LYEL,"Lyell Immunopharma, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001806952
LYFT,"Lyft, Inc.",7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001759509
LYLT,Loyalty Ventures Inc.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001870997
LYV,"Live Nation Entertainment, Inc.",7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,0001335258
LZ,LUBRIZOL Corp,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,0000060751
LZB,LA-Z-BOY INC,2510,Office of Manufacturing,HOUSEHOLD FURNITURE,0000057131
M,"Macy's, Inc.",5311,Office of Trade & Services,RETAIL-DEPARTMENT STORES,0000794367
MA,MASTERCARD INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001141391
MAA,MID AMERICA APARTMENT COMMUNITIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000912595
MAC,MACERICH CO,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000912242
MAN,MANPOWER INC /WI/,7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,0000871763
MANH,MANHATTAN ASSOCIATES INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001056696
MANT,MANTECH INTERNATIONAL CORP,8741,Office of Trade & Services,SERVICES-MANAGEMENT SERVICES,0000892537
MAPS,"WM TECHNOLOGY, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001779474
MAR,MARRIOTT INTERNATIONAL INC /MD/,7011,Office of Real Estate & Construction,HOTELS & MOTELS,0001048286
MARA,"Marathon Patent Group, Inc.",6794,Office of Real Estate & Construction,PATENT OWNERS & LESSORS,0001507605
MAS,MASCO CORP /DE/,2430,Office of Manufacturing,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",0000062996
MASI,MASIMO CORP,3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,0000937556
MASS,908 Devices Inc.,3829,Industrial Applications and Services,"MEASURING & CONTROLLING DEVICES, NEC",0001555279
MAT,MATTEL INC /DE/,3942,Office of Manufacturing,DOLLS & STUFFED TOYS,0000063276
MATW,MATTHEWS INTERNATIONAL CORP,3360,Office of Manufacturing,NONFERROUS FOUNDRIES (CASTINGS),0000063296
MATX,"Matson, Inc.",4400,Office of Energy & Transportation,WATER TRANSPORTATION,0000003453
MAX,"MediaAlpha, Inc.",6399,Office of Finance,"INSURANCE CARRIERS, NEC",0001818383
MAXR,Maxar Technologies Inc.,3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,0001121142
MBI,MBIA INC,6351,Office of Finance,SURETY INSURANCE,0000814585
MBIN,Merchants Bancorp,6022,Office of Finance,STATE COMMERCIAL BANKS,0001629019
MBUU,"Malibu Boats, Inc.",3730,Office of Manufacturing,SHIP & BOAT BUILDING & REPAIRING,0001590976
MBWM,MERCANTILE BANK CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0001042729
MC,Moelis & Co,6282,Office of Finance,INVESTMENT ADVICE,0001596967
MCB,Metropolitan Bank Holding Corp.,6022,Office of Finance,STATE COMMERCIAL BANKS,0001476034
MCBC,MACATAWA BANK CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0001053584
MCBS,"MetroCity Bankshares, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001747068
MCD,MCDONALDS CORP,5812,Office of Trade & Services,RETAIL-EATING PLACES,0000063908
MCFT,"MCBC Holdings, Inc.",3730,Office of Manufacturing,SHIP & BOAT BUILDING & REPAIRING,0001638290
MCHP,MICROCHIP TECHNOLOGY INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000827054
MCK,MCKESSON CORP,5122,Office of Trade & Services,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",0000927653
MCO,MOODYS CORP /DE/,7320,Office of Trade & Services,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",0001059556
MCRB,"Seres Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001609809
MCRI,MONARCH CASINO & RESORT INC,7011,Office of Real Estate & Construction,HOTELS & MOTELS,0000907242
MCS,MARCUS CORP,7011,Office of Real Estate & Construction,HOTELS & MOTELS,0000062234
MCW,"Mister Car Wash, Inc.",7500,Office of Trade & Services,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",0001853513
MCY,MERCURY GENERAL CORP,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0000064996
MD,"MEDNAX, INC.",8060,Industrial Applications and Services,SERVICES-HOSPITALS,0000893949
MDB,"MongoDB, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001441816
MDC,MDC HOLDINGS INC,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0000773141
MDGL,"MADRIGAL PHARMACEUTICALS, INC.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001157601
MDLZ,"Mondelez International, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,0001103982
MDRX,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0001124804
MDT,MEDTRONIC INC,3845,Industrial Applications and Services,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,0000064670
MDU,MDU RESOURCES GROUP INC,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0000067716
MDXG,"MIMEDX GROUP, INC.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001376339
ME,23andMe Holding Co.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001804591
MED,MEDIFAST INC,2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,0000910329
MEDP,"Medpace Holdings, Inc.",8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0001668397
MEG,MEDIA GENERAL INC,2711,Office of Manufacturing,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,0000216539
MEI,METHODE ELECTRONICS INC,3678,Office of Manufacturing,ELECTRONIC CONNECTORS,0000065270
MET,METLIFE INC,6311,Office of Finance,LIFE INSURANCE,0001099219
METC,"Ramaco Resources, Inc.",1220,Office of Energy & Transportation,BITUMINOUS COAL & LIGNITE MINING,0001687187
MFA,"MFA FINANCIAL, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001055160
MGEE,MADISON GAS & ELECTRIC CO,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0000061339
MGI,MONEYGRAM INTERNATIONAL INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001273931
MGM,MGM Resorts International,7011,Office of Real Estate & Construction,HOTELS & MOTELS,0000789570
MGNI,"MAGNITE, INC.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001595974
MGNX,MACROGENICS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001125345
MGPI,MGP INGREDIENTS INC,2040,Office of Manufacturing,GRAIN MILL PRODUCTS,0000835011
MGRC,MCGRATH RENTCORP,7359,Office of Trade & Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",0000752714
MGTX,MeiraGTx Holdings plc,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001735438
MGY,Magnolia Oil & Gas Corp,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001698990
MHK,MOHAWK INDUSTRIES INC,2273,Office of Manufacturing,CARPETS & RUGS,0000851968
MHO,M I HOMES INC,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0000799292
MIDD,MIDDLEBY CORP,3580,Office of Technology,REFRIGERATION & SERVICE INDUSTRY MACHINERY,0000769520
MIR,MIRANT CORP,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0001010775
MIRM,"Mirum Pharmaceuticals, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001759425
MITK,MITEK SYSTEMS INC,3577,Office of Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",0000807863
MKC,MCCORMICK & CO INC,2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,0000063754
MKFG,Markforged Holding Corp,3577,Office of Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",0001816613
MKL,MARKEL CORP,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001096343
MKSI,MKS INSTRUMENTS INC,3823,Industrial Applications and Services,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",0001049502
MKTW,"MARKETWISE, INC.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001805651
MKTX,MARKETAXESS HOLDINGS INC,6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",0001278021
ML,MONEYLION INC.,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001807846
MLAB,MESA LABORATORIES INC /CO,3823,Industrial Applications and Services,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",0000724004
MLI,MUELLER INDUSTRIES INC,3350,Office of Manufacturing,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,0000089439
MLKN,"MILLERKNOLL, INC.",2520,Office of Manufacturing,OFFICE FURNITURE,0000066382
MLM,MARTIN MARIETTA MATERIALS INC,1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0000916076
MLNK,ModusLink Global Solutions Inc,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0000914712
MLR,MILLER INDUSTRIES INC /TN/,3713,Office of Manufacturing,TRUCK & BUS BODIES,0000924822
MMC,"MARSH & MCLENNAN COMPANIES, INC.",6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",0000062709
MMI,"Motorola Mobility Holdings, Inc",3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,0001495569
MMM,3M CO,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000066740
MMS,MAXIMUS INC,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001032220
MMSI,MERIT MEDICAL SYSTEMS INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000856982
MN,"Manning & Napier, Inc.",6282,Office of Finance,INVESTMENT ADVICE,0001524223
MNDT,"Mandiant, Inc.",3577,Office of Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",0001370880
MNKD,MANNKIND CORP,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000899460
MNRL,"Brigham Minerals, Inc.",1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001745797
MNRO,MONRO MUFFLER BRAKE INC,7500,Office of Trade & Services,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",0000876427
MNST,Monster Beverage Corp,2086,Office of Manufacturing,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,0000865752
MNTK,"Montauk Renewables, Inc.",4932,Office of Energy & Transportation,GAS & OTHER SERVICES COMBINED,0001826600
MNTS,Momentus Inc.,3760,Office of Manufacturing,GUIDED MISSILES & SPACE VEHICLES & PARTS,0001781162
MNTV,MOMENTIVE GLOBAL INC.,7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001739936
MO,"ALTRIA GROUP, INC.",2111,Office of Manufacturing,CIGARETTES,0000764180
MOD,MODINE MANUFACTURING CO,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,0000067347
MODN,"MODEL N, INC.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001118417
MODV,ModivCare Inc,4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,0001220754
MOFG,"MidWestOne Financial Group, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001412665
MOG.A,MOOG INC,3590,Office of Technology,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,0000067887
MOH,MOLINA HEALTHCARE INC,6324,Office of Finance,HOSPITAL & MEDICAL SERVICE PLANS,0001179929
MORF,"Morphic Holding, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001679363
MORN,"Morningstar, Inc.",6282,Office of Finance,INVESTMENT ADVICE,0001289419
MOS,MOSAIC CO,2870,Industrial Applications and Services,AGRICULTURAL CHEMICALS,0001285785
MOV,MOVADO GROUP INC,3873,Industrial Applications and Services,"WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS",0000072573
MP,MP Materials Corp. / DE,1000,Office of Energy & Transportation,METAL MINING,0001801368
MPAA,MOTORCAR PARTS AMERICA INC,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0000918251
MPB,MID PENN BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000879635
MPC,Marathon Petroleum Corp,2911,Office of Energy & Transportation,PETROLEUM REFINING,0001510295
MPLN,MultiPlan Corp,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001793229
MPW,MEDICAL PROPERTIES TRUST INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001287865
MPWR,MONOLITHIC POWER SYSTEMS INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001280452
MPX,MARINE PRODUCTS CORP,3730,Office of Manufacturing,SHIP & BOAT BUILDING & REPAIRING,0001129155
MQ,"Marqeta, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001522540
MRC,MRC GLOBAL INC.,5084,Office of Trade & Services,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,0001439095
MRCY,MERCURY COMPUTER SYSTEMS INC,3670,Office of Manufacturing,ELECTRONIC COMPONENTS & ACCESSORIES,0001049521
MRK,Merck & Co. Inc.,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000310158
MRNA,"Moderna, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001682852
MRO,MARATHON OIL CORP,2911,Office of Energy & Transportation,PETROLEUM REFINING,0000101778
MRSN,"Mersana Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001442836
MRTN,MARTEN TRANSPORT LTD,4213,Office of Energy & Transportation,TRUCKING (NO LOCAL),0000799167
MRTX,"Mirati Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001576263
MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001823239
MRVL,MARVELL TECHNOLOGY GROUP LTD,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001058057
MS,MORGAN STANLEY,6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",0000895421
MSA,MSA Safety Inc,3842,Industrial Applications and Services,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",0000066570
MSBI,"Midland States Bancorp, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001466026
MSCI,MSCI Inc.,7389,Office of Trade & Services,"SERVICES-BUSINESS SERVICES, NEC",0001408198
MSEX,MIDDLESEX WATER CO,4941,Office of Energy & Transportation,WATER SUPPLY,0000066004
MSFT,MICROSOFT CORP,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0000789019
MSGE,Madison Square Garden Entertainment Corp.,7900,Office of Trade & Services,SERVICES-AMUSEMENT & RECREATION SERVICES,0001795250
MSGS,Madison Square Garden Sports Corp.,7990,Office of Trade & Services,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,0001636519
MSI,"Motorola Solutions, Inc.",3663,Office of Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,0000068505
MSM,MSC INDUSTRIAL DIRECT CO INC,5084,Office of Trade & Services,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,0001003078
MSTR,MICROSTRATEGY INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001050446
MTB,M&T BANK CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0000036270
MTCH,"Match Group, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001575189
MTD,METTLER TOLEDO INTERNATIONAL INC/,3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001037646
MTDR,Matador Resources Co,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001520006
MTG,MGIC INVESTMENT CORP,6351,Office of Finance,SURETY INSURANCE,0000876437
MTH,Meritage Homes CORP,1531,Office of Real Estate & Construction,OPERATIVE BUILDERS,0000833079
MTN,VAIL RESORTS INC,7990,Office of Trade & Services,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,0000812011
MTOR,MERITOR INC,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,0001113256
MTRN,MATERION Corp,3460,Office of Manufacturing,METAL FORGINGS & STAMPINGS,0001104657
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001493594
MTTR,"Matterport, Inc./DE",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001819394
MTW,MANITOWOC CO INC,3531,Office of Technology,CONSTRUCTION MACHINERY & EQUIP,0000061986
MTX,MINERALS TECHNOLOGIES INC,2810,Industrial Applications and Services,INDUSTRIAL INORGANIC CHEMICALS,0000891014
MTZ,MASTEC INC,1623,Office of Real Estate & Construction,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",0000015615
MU,MICRON TECHNOLOGY INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000723125
MUR,MURPHY OIL CORP /DE,2911,Office of Energy & Transportation,PETROLEUM REFINING,0000717423
MUSA,METALS USA HOLDINGS CORP.,5051,Office of Trade & Services,WHOLESALE-METALS SERVICE CENTERS & OFFICES,0001362491
MVBF,MVB FINANCIAL CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0001277902
MVIS,MICROVISION INC,3679,Office of Manufacturing,"ELECTRONIC COMPONENTS, NEC",0000065770
MVST,"Microvast Holdings, Inc.",3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0001760689
MWA,"Mueller Water Products, Inc.",3490,Office of Manufacturing,MISCELLANEOUS FABRICATED METAL PRODUCTS,0001350593
MXCT,"MAXCYTE, INC.",8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0001287098
MXL,MAXLINEAR INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001288469
MYE,MYERS INDUSTRIES INC,3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0000069488
MYFW,First Western Financial Inc,6022,Office of Finance,STATE COMMERCIAL BANKS,0001327607
MYGN,MYRIAD GENETICS INC,2835,Office of Life Sciences,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,0000899923
MYPS,"PLAYSTUDIOS, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001823878
MYRG,MYR GROUP INC.,1623,Office of Real Estate & Construction,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",0000700923
NABL,"N-able, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001834488
NAPA,"Duckhorn Portfolio, Inc.",2080,Office of Manufacturing,BEVERAGES,0001835256
NARI,"Inari Medical, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001531048
NATI,NATIONAL INSTRUMENTS CORP /DE/,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0000935494
NATR,NATURES SUNSHINE PRODUCTS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000275053
NAUT,"Nautilus Biotechnology, Inc.",3826,Industrial Applications and Services,LABORATORY ANALYTICAL INSTRUMENTS,0001808805
NAVI,NAVIENT CORP,6211,Office of Finance,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",0001593538
NBHC,National Bank Holdings Corp,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001475841
NBIX,NEUROCRINE BIOSCIENCES INC,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0000914475
NBN,NORTHEAST BANCORP /ME/,6022,Office of Finance,STATE COMMERCIAL BANKS,0000811831
NBR,NABORS INDUSTRIES LTD,1381,Office of Energy & Transportation,DRILLING OIL & GAS WELLS,0001163739
NBTB,NBT BANCORP INC,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000790359
