,ticker,start_date,end_date,filing_date,fiscal_year,time_frame,source_filing_url
0000001800:2016:FY,ABT,2016-01-01,2016-12-31,2017-02-17,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-17-000744
0000001800:2017:FY,ABT,2017-01-01,2017-12-31,2018-02-16,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-18-000856
0000001800:2018:FY,ABT,2018-01-01,2018-12-31,2019-02-22,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-19-000624
0000001800:2019:FY,ABT,2019-01-01,2019-12-31,2020-02-21,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-20-023904
0000001800:2020:FY,ABT,2020-01-01,2020-12-31,2021-02-19,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-21-025751
0000001800:2021:FY,ABT,2021-01-01,2021-12-31,2022-02-18,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-22-025141
0001642081:2015:FY,ABTX,2015-01-01,2015-12-31,2016-03-22,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001171843-16-008729
0001642081:2016:FY,ABTX,2016-01-01,2016-12-31,2017-03-10,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001642081-17-000032
0001642081:2017:FY,ABTX,2017-01-01,2017-12-31,2018-03-09,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001642081-18-000031
0001642081:2018:FY,ABTX,2018-01-01,2018-12-31,2019-03-11,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-007155
0001642081:2019:FY,ABTX,2019-01-01,2019-12-31,2020-03-09,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-009383
0001642081:2020:FY,ABTX,2020-01-01,2020-12-31,2021-03-10,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-012114
0001642081:2021:FY,ABTX,2021-01-01,2021-12-31,2022-02-25,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001642081-22-000007
0001447028:2015:FY,ABUS,2015-01-01,2015-12-31,2016-03-09,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-16-012462
0001447028:2016:FY,ABUS,2016-01-01,2016-12-31,2017-03-22,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-17-002760
0001447028:2017:FY,ABUS,2017-01-01,2017-12-31,2018-03-16,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-18-003276
0001447028:2018:FY,ABUS,2018-01-01,2018-12-31,2019-03-07,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001447028-19-000006
0001447028:2019:FY,ABUS,2019-01-01,2019-12-31,2020-03-05,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001447028-20-000038
0001447028:2020:FY,ABUS,2020-01-01,2020-12-31,2021-03-04,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001447028-21-000021
0001447028:2021:FY,ABUS,2021-01-01,2021-12-31,2022-03-03,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001447028-22-000019
0001642122:2015:FY,AC,2015-01-01,2015-12-31,2016-03-24,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001060349-16-000045
0001642122:2016:FY,AC,2016-01-01,2016-12-31,2017-03-14,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001060349-17-000008
0001642122:2017:FY,AC,2017-01-01,2017-12-31,2018-03-09,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-18-012653
0001642122:2018:FY,AC,2018-01-01,2018-12-31,2019-03-08,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-19-004627
0001642122:2019:FY,AC,2019-01-01,2019-12-31,2020-03-16,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-20-005911
0001642122:2020:FY,AC,2020-01-01,2020-12-31,2021-03-24,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-21-009678
0001642122:2021:FY,AC,2021-01-01,2021-12-31,2022-03-17,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-22-009943
0001739445:2018:FY,ACA,2018-01-01,2018-12-31,2019-02-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001739445-19-000020
0001739445:2019:FY,ACA,2019-01-01,2019-12-31,2020-02-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001739445-20-000026
0001739445:2020:FY,ACA,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001739445-21-000017
0001739445:2021:FY,ACA,2021-01-01,2021-12-31,2022-02-24,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001739445-22-000012
0001070494:2011:FY,ACAD,2011-01-01,2011-12-31,2012-03-06,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-098990
0001070494:2012:FY,ACAD,2012-01-01,2012-12-31,2013-03-12,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-103111
0001070494:2013:FY,ACAD,2013-01-01,2013-12-31,2014-02-27,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-073040
0001070494:2014:FY,ACAD,2014-01-01,2014-12-31,2015-02-26,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-066078
0001070494:2015:FY,ACAD,2015-01-01,2015-12-31,2016-02-29,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-483533
0001070494:2016:FY,ACAD,2016-01-01,2016-12-31,2017-02-28,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-17-002866
0001070494:2017:FY,ACAD,2017-01-01,2017-12-31,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-18-003526
0001070494:2018:FY,ACAD,2018-01-01,2018-12-31,2019-02-27,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-004596
0001070494:2019:FY,ACAD,2019-01-01,2019-12-31,2020-02-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-006889
0001070494:2020:FY,ACAD,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-008372
0001070494:2021:FY,ACAD,2021-01-01,2021-12-31,2022-03-01,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-002392
0001283630:2011:FY,ACC,2011-01-01,2011-12-31,2012-02-28,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001188112-12-000524
0001283630:2012:FY,ACC,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001188112-13-000543
0001283630:2013:FY,ACC,2013-01-01,2013-12-31,2014-03-03,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-14-000003
0001283630:2014:FY,ACC,2014-01-01,2014-12-31,2015-02-26,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-15-000003
0001283630:2015:FY,ACC,2015-01-01,2015-12-31,2016-02-29,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-16-000038
0001283630:2016:FY,ACC,2016-01-01,2016-12-31,2017-03-01,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-17-000029
0001283630:2017:FY,ACC,2017-01-01,2017-12-31,2018-03-01,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-18-000024
0001283630:2018:FY,ACC,2018-01-01,2018-12-31,2019-02-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-19-000033
0001283630:2019:FY,ACC,2019-01-01,2019-12-31,2020-02-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-20-000029
0001283630:2020:FY,ACC,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-21-000048
0001283630:2021:FY,ACC,2021-01-01,2021-12-31,2022-02-28,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001283630-22-000031
0001481646:2021:FY,ACCD,2020-03-01,2021-02-28,2021-05-07,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-21-006527
0001481646:2022:FY,ACCD,2021-03-01,2022-02-28,2022-05-02,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-22-006561
0000712034:2012:FY,ACCO,2012-01-01,2012-12-31,2013-02-28,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-13-000009
0000712034:2013:FY,ACCO,2013-01-01,2013-12-31,2014-02-25,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-14-000011
0000712034:2014:FY,ACCO,2014-01-01,2014-12-31,2015-02-25,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-15-000008
0000712034:2015:FY,ACCO,2015-01-01,2015-12-31,2016-02-24,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-16-000064
0000712034:2016:FY,ACCO,2016-01-01,2016-12-31,2017-02-27,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-17-000012
0000712034:2017:FY,ACCO,2017-01-01,2017-12-31,2018-02-28,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-18-000013
0000712034:2018:FY,ACCO,2018-01-01,2018-12-31,2019-02-27,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-19-000013
0000712034:2019:FY,ACCO,2019-01-01,2019-12-31,2020-02-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-20-000013
0000712034:2020:FY,ACCO,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-21-000015
0000712034:2021:FY,ACCO,2021-01-01,2021-12-31,2022-02-23,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000712034-22-000009
0001698991:2019:FY,ACEL,2019-01-01,2019-12-31,2020-03-16,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001698991-20-000006
0001698991:2020:FY,ACEL,2020-01-01,2020-12-31,2021-03-16,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001698991-21-000005
0001698991:2021:FY,ACEL,2021-01-01,2021-12-31,2022-03-11,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001698991-22-000004
0000002034:2012:FY,ACET,2011-07-01,2012-06-30,2012-09-07,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001188112-12-002832
0000002034:2013:FY,ACET,2012-07-01,2013-06-30,2013-08-29,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001188112-13-002611
0000002034:2014:FY,ACET,2013-07-01,2014-06-30,2014-09-05,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001571049-14-004448
0000002034:2015:FY,ACET,2014-07-01,2015-06-30,2015-09-11,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001571049-15-007509
0000002034:2016:FY,ACET,2015-07-01,2016-06-30,2016-08-26,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001571049-16-017785
0000002034:2017:FY,ACET,2016-07-01,2017-06-30,2017-08-25,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001144204-17-045100
0000002034:2018:FY,ACET,2017-07-01,2018-06-30,2018-09-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001144204-18-051414
0001720580:2020:FY,ACET,2020-01-01,2020-12-31,2021-03-12,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-012664
0001720580:2021:FY,ACET,2021-01-01,2021-12-31,2022-03-15,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-003753
0000947484:2011:FY,ACGL,2011-01-01,2011-12-31,2012-02-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-12-001895
0000947484:2012:FY,ACGL,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-13-002083
0000947484:2013:FY,ACGL,2013-01-01,2013-12-31,2014-03-03,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-14-000006
0000947484:2014:FY,ACGL,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-15-000010
0000947484:2015:FY,ACGL,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-16-000043
0000947484:2016:FY,ACGL,2016-01-01,2016-12-31,2017-03-01,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-17-000015
0000947484:2017:FY,ACGL,2017-01-01,2017-12-31,2018-02-28,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-18-000012
0000947484:2018:FY,ACGL,2018-01-01,2018-12-31,2019-02-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-19-000008
0000947484:2019:FY,ACGL,2019-01-01,2019-12-31,2020-02-28,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-20-000012
0000947484:2020:FY,ACGL,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-21-000028
0000947484:2021:FY,ACGL,2021-01-01,2021-12-31,2022-02-25,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000947484-22-000015
0001520697:2011:FY,ACHC,2011-01-01,2011-12-31,2012-03-13,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-112423
0001520697:2012:FY,ACHC,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-087740
0001520697:2013:FY,ACHC,2013-01-01,2013-12-31,2014-02-21,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-062774
0001520697:2014:FY,ACHC,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-069793
0001520697:2015:FY,ACHC,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-478707
0001520697:2016:FY,ACHC,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-17-056016
0001520697:2017:FY,ACHC,2017-01-01,2017-12-31,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-18-061152
0001520697:2018:FY,ACHC,2018-01-01,2018-12-31,2019-03-01,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-005750
0001520697:2019:FY,ACHC,2019-01-01,2019-12-31,2020-02-28,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-007769
0001520697:2020:FY,ACHC,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-009466
0001520697:2021:FY,ACHC,2021-01-01,2021-12-31,2022-03-01,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-22-007930
0001824502:2021:FY,ACHR,2021-01-01,2021-12-31,2022-03-14,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-22-006078
0001037676:2009:FY,ACI,2009-01-01,2009-12-31,2010-03-01,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-10-019343
0001037676:2010:FY,ACI,2010-01-01,2010-12-31,2011-03-01,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-020753
0001037676:2011:FY,ACI,2011-01-01,2011-12-31,2012-02-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-12-001909
0001037676:2012:FY,ACI,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-13-002059
0001037676:2013:FY,ACI,2013-01-01,2013-12-31,2014-02-28,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-14-001604
0001037676:2014:FY,ACI,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-15-001419
0001037676:2015:FY,ACI,2015-01-01,2015-12-31,2016-03-15,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-16-105176
0001646972:2021:FY,ACI,2020-03-01,2021-02-27,2021-04-28,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001646972-21-000026
0001646972:2022:FY,ACI,2021-02-28,2022-02-26,2022-04-26,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001646972-22-000031
0000935036:2010:FY,ACIW,2010-01-01,2010-12-31,2011-02-18,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-015619
0000935036:2011:FY,ACIW,2011-01-01,2011-12-31,2012-02-22,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-072292
0000935036:2012:FY,ACIW,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-087445
0000935036:2013:FY,ACIW,2013-01-01,2013-12-31,2014-02-28,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-076222
0000935036:2014:FY,ACIW,2014-01-01,2014-12-31,2015-02-26,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-065399
0000935036:2015:FY,ACIW,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-481404
0000935036:2016:FY,ACIW,2016-01-01,2016-12-31,2017-03-01,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-17-065734
0000935036:2017:FY,ACIW,2017-01-01,2017-12-31,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-18-060188
0000935036:2018:FY,ACIW,2018-01-01,2018-12-31,2019-03-01,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-19-058622
0000935036:2019:FY,ACIW,2019-01-01,2019-12-31,2020-02-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000935036-20-000009
0000935036:2020:FY,ACIW,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000935036-21-000014
0000935036:2021:FY,ACIW,2021-01-01,2021-12-31,2022-02-24,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000935036-22-000010
0001113232:2011:FY,ACLS,2011-01-01,2011-12-31,2012-02-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-12-001874
0001113232:2012:FY,ACLS,2012-01-01,2012-12-31,2013-03-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-13-002045
0001113232:2013:FY,ACLS,2013-01-01,2013-12-31,2014-03-03,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-14-001681
0001113232:2015:FY,ACLS,2015-01-01,2015-12-31,2016-03-04,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-16-010788
0001113232:2016:FY,ACLS,2016-01-01,2016-12-31,2017-03-14,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-17-001778
0001113232:2017:FY,ACLS,2017-01-01,2017-12-31,2018-03-14,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-18-002060
0001113232:2018:FY,ACLS,2018-01-01,2018-12-31,2019-03-11,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-19-001791
0001113232:2019:FY,ACLS,2019-01-01,2019-12-31,2020-03-02,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-20-001858
0001113232:2020:FY,ACLS,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-21-001972
0001113232:2021:FY,ACLS,2021-01-01,2021-12-31,2022-02-25,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-22-002096
0000868857:2010:FY,ACM,2009-10-01,2010-09-30,2010-11-22,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-10-009946
0000868857:2011:FY,ACM,2010-10-01,2011-09-30,2011-11-21,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-11-009697
0000868857:2012:FY,ACM,2011-10-01,2012-09-30,2012-11-19,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-12-010679
0000868857:2013:FY,ACM,2012-10-01,2013-09-30,2013-11-13,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-13-010484
0000868857:2014:FY,ACM,2013-10-01,2014-09-30,2014-11-17,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-14-009283
0000868857:2015:FY,ACM,2014-10-01,2015-09-30,2015-11-25,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-15-008965
0000868857:2016:FY,ACM,2015-10-01,2016-09-30,2016-11-16,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-16-016739
0000868857:2017:FY,ACM,2016-10-01,2017-09-30,2017-11-14,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-17-007051
